LAST-NAME,FIRST-NAME,MIDDLE-NAME,STUDENT-ID,INTERNAL-ID,GRADE,PHONE_NUMBER,GENDER,GRADYEAR,ADDRESS,SECOND_PHONE,BIRTHDATE,THIRD_PHONE,EMAIL_ADDRESS,DUAL-CREDIT-ELIGIBLE,PROGRAM-OF-STUDY,HISTORY,SCHEDULE
MCGEE,BRANDON,Grey,32732,283682,11,(628) 961-3632,M,2023,225 El Dorado St.,(708) 239-9996,7/5/2005,(316) 884-1652,garland@verizon.net,FALSE,Applied Agricultural Engineering,English I;English II;Algebra I;Geometry;World Geography;World History;Biology;Chemistry;Principles of Agriculture Food & Natural Resources;Agricultural Mechanics and Metal Technologies (NCCER Certification),null;null;null;null;null;null;null;null
MEDINA DELGADILLO,RICARDO,Harriet,6796,129262,12,(458) 521-2698,M,2022,9222 Hudson St.,(735) 703-6481,10/26/2004,(460) 426-3854,willg@att.net,FALSE,Accounting and Financial Services,English I;English II;English III;Algebra I;Geometry;Algebra II;World Geography;AP World History;Biology;Chemistry;Physics;Principles of Business; Marketing; and Finance;Accounting I;Business Information Management I,null;null;null;null;null;null;null;null
MENDOZA,JASMINE,Will,28511,264759,9,(542) 997-3119,F,2025,453 Richardson Dr.,(904) 879-8689,11/16/2007,(833) 262-5633,josem@optonline.net,FALSE,Plant Science,null,null;null;null;null;null;null;null;null
MENDOZA,EDUARDO,Bailey,21010,227278,10,(669) 694-8433,M,2024,711 Harvard St.,(761) 363-6249,5/2/2006,(557) 783-6821,tristan@optonline.net,FALSE,Plant Science,Pre-AP English I;Journalism;Algebra I;World Geography;Biology;Principles of Agriculture Food & Natural Resources,null;null;null;null;null;null;null;null
MENDOZA,JUSTIN,Josiah,18807,215033,12,(764) 621-0883,M,2022,7549 South Glen Creek Ave.,(500) 740-8594,6/23/2004,(222) 524-0779,larry@outlook.com,FALSE,Architectural Design,English I;English II;English III;Algebra I;Geometry;Algebra II;World Geography;World History;Biology;Chemistry;Physics;Principles of Architecture;Architectural Design I;Architectural Design II,null;null;null;null;null;null;null;null
MENDOZA,IYANNA,Leo,18581,213737,9,(696) 959-0701,F,2025,7702 East Adams Dr.,(415) 407-9528,10/12/2007,(827) 502-1105,flavell@hotmail.com,FALSE,Animal Science,null,null;null;null;null;null;null;null;null
MERCY- OGBURN,CHELSEY,Sherleen,31669,279037,12,(410) 951-5475,F,2022,294 1st Dr.,(521) 355-6395,5/7/2004,(378) 577-4763,irving@msn.com,FALSE,Applied Agricultural Engineering,English I;English II;English III;Algebra I;Geometry;Algebra II;World Geography;World History;Biology;Chemistry;Physics;Principles of Agriculture Food & Natural Resources;Agricultural Mechanics and Metal Technologies (NCCER Certification),null;null;null;null;null;null;null;null
MERRITT,ALEXIS,Aryn,25935,252516,11,(507) 587-0088,F,2023,6 Livingston Avenue,(932) 965-3436,4/18/2005,(598) 264-1283,luebke@comcast.net,FALSE,Architectural Design,English I;English II;Algebra I;Geometry;World Geography;AP World History;Biology;Chemistry;Principles of Architecture;Architectural Design I,null;null;null;null;null;null;null;null
MONTOYA,KARLA,Annora,2753,82271,10,(281) 668-5284,F,2024,9930 E. Hillcrest Road,(365) 608-9586,12/25/2006,(245) 589-0646,mbswan@verizon.net,FALSE,Design and Multimedia Arts,English I;Algebra I;World Geography;Biology;Principles of Arts Audio/Video Technology and Communications,null;null;null;null;null;null;null;null
MORALES,LUIS,Lee,14736,190342,9,(335) 690-8054,M,2025,89 Devonshire Street,(472) 956-0965,10/10/2007,(979) 441-7514,flaviog@msn.com,FALSE,Electrical,null,null;null;null;null;null;null;null;null
MORRIS,ELENA,Rebecca,15600,195843,9,(615) 494-8672,F,2025,80 East Fulton Dr.,(707) 265-9450,5/19/2007,(262) 678-9317,earmstro@comcast.net,FALSE,Animal Science,null,null;null;null;null;null;null;null;null
MORRIS,SETH,Love,2905,84512,10,(263) 615-4824,M,2024,990 Front Street,(438) 424-5955,12/11/2006,(651) 429-0396,alhajj@mac.com,FALSE,Electrical,Pre-AP English I;Algebra I;World Geography;Biology;Principles of Architecture,null;null;null;null;null;null;null;null
MORRIS,MELINDA,Preston,2877,84103,12,(540) 224-8052,F,2022,9906 Park Street,(260) 715-8647,9/27/2004,(684) 627-7549,cgarcia@mac.com,TRUE,Digital Communications,English I;English II;English III;Algebra I;Geometry;Algebra II;World Geography;AP World History;Biology;Chemistry;Physics;Professional Communications;Audio/Video Production I;Audio/Video Production II;Principles of Arts Audio/Video Technology and Communications,null;null;null;null;null;null;null;null
MUNOZ,PEDRO,Anise,14739,190361,9,(423) 209-4909,M,2025,888 Clark Lane,(446) 452-1885,5/6/2007,(559) 415-6924,stinson@optonline.net,FALSE,Digital Communications,null,null;null;null;null;null;null;null;null
MURRAY,SARAH,Meaghan,25340,249602,9,(853) 752-0418,F,2025,612 East Gates St.,(273) 323-4706,6/15/2007,(795) 345-7368,crobles@aol.com,FALSE,Architectural Design,null,null;null;null;null;null;null;null;null
MURRAY,OFELIA,Jared,23707,241426,9,(257) 808-3681,F,2025,631 Ryan Dr.,(425) 853-3204,12/4/2007,(328) 726-0034,miami@me.com,FALSE,Accounting and Financial Services,null,null;null;null;null;null;null;null;null
NICHOLS,TREVEON,Lane,33770,288145,10,(669) 781-8367,M,2024,150 West Hawthorne Court,(697) 529-0318,5/6/2006,(672) 487-7801,seanq@gmail.com,FALSE,Electrical,Pre-AP English I;Algebra I;World Geography;Biology;Principles of Architecture,null;null;null;null;null;null;null;null
OLIVER,REUEL,Fawn,27162,258420,12,(532) 302-6442,M,2022,55 Hilltop Drive,(789) 261-1271,5/1/2004,(721) 288-6246,dmiller@me.com,FALSE,Digital Communications,English I;English II;English III;Journalism;Algebra I;Geometry;Algebra II;World Geography;World History;Biology;Chemistry;Physics;Professional Communications;Audio/Video Production I;Audio/Video Production II;Principles of Arts Audio/Video Technology and Communications,null;null;null;null;null;null;null;null
OLVERA,NATASHA,Henry,29918,271214,10,(797) 486-0489,F,2024,372 Pumpkin Hill Road,(637) 625-0564,6/17/2006,(893) 253-2414,devphil@verizon.net,FALSE,Plant Science,English I;Algebra I;World Geography;Biology;Principles of Agriculture Food & Natural Resources,null;null;null;null;null;null;null;null
ORELLANA,ALI,Arden,19226,217415,10,(533) 701-4998,M,2024,7424 Hilltop Ave.,(938) 910-0682,2/1/2006,(611) 745-5618,kmself@me.com,FALSE,Welding,English I;Algebra I;World Geography;Biology;Introduction to Welding,null;null;null;null;null;null;null;null
ORTIZ,ABNER,Elein,7263,133630,9,(636) 584-8817,M,2025,9129 Rockcrest Circle,(513) 342-9470,7/24/2007,(729) 777-4523,jbearp@att.net,FALSE,Animal Science,null,null;null;null;null;null;null;null;null
PACHECO,DAYANARA,Jackson,33274,286021,10,(323) 611-1830,F,2024,199 North Rose Ave.,(486) 455-7914,11/14/2006,(527) 498-5559,timtroyr@me.com,FALSE,Welding,English I;Algebra I;World Geography;Biology;Introduction to Welding,null;null;null;null;null;null;null;null
PARKS,CRISTIAN,Aryn,23622,240992,12,(772) 343-6045,M,2022,65 Applegate St.,(505) 554-8383,6/4/2004,(655) 372-6900,parasite@me.com,FALSE,Welding,Pre-AP English I;Pre AP English II;AP English III Language and Composition;Journalism;Algebra I;Geometry;Algebra II;World Geography;World History;Biology;Chemistry;Physics;Introduction to Welding;Welding I;Welding II,null;null;null;null;null;null;null;null
PARKS,JONATHAN,Damien,6928,130511,11,(377) 386-4690,M,2023,9199 Summerhouse St.,(548) 318-4950,8/5/2005,(601) 771-6489,smallpaul@msn.com,FALSE,Architectural Design,English I;English II;Journalism;Algebra I;Geometry;World Geography;World History;Biology;Chemistry;Principles of Architecture;Architectural Design I,null;null;null;null;null;null;null;null
PARRY,JAEDON,Selene,19288,217765,9,(673) 898-8734,M,2025,7377 Fairway Street,(761) 234-4063,1/25/2007,(506) 679-2527,qrczak@yahoo.com,FALSE,Accounting and Financial Services,null,null;null;null;null;null;null;null;null
PATTERSON,COLE,Tanner,28785,266029,9,(341) 404-7106,M,2025,41 E. Rose Street,(461) 304-4406,5/2/2007,(725) 528-0176,erynf@aol.com,FALSE,Welding,null,null;null;null;null;null;null;null;null
PAYNE,ALDAIR,Brighton,6946,130681,11,(735) 457-8950,M,2023,9197 Prairie Ave.,(218) 434-5974,1/23/2005,(468) 951-1475,dvdotnet@verizon.net,FALSE,Architectural Design,English I;English II;Journalism;Algebra I;Geometry;World Geography;World History;Biology;Chemistry;Principles of Architecture;Architectural Design I,null;null;null;null;null;null;null;null
PEREZ,DAVID,Rory,7501,135801,10,(589) 639-4496,M,2024,91 Liberty St.,(633) 374-7982,8/3/2006,(933) 508-0138,manuals@yahoo.com,FALSE,Design and Multimedia Arts,Pre-AP English I;Algebra I;World Geography;Biology;Principles of Arts Audio/Video Technology and Communications,null;null;null;null;null;null;null;null
PERRY,JESUS,Brett,27037,257825,11,(756) 933-0013,M,2023,569 East Vale Dr.,(232) 919-0290,6/8/2005,(845) 705-5639,onestab@sbcglobal.net,TRUE,Electrical,English I;English II;Algebra I;Geometry;World Geography;AP World History;Biology;Chemistry;Principles of Architecture;Architectural Design I,null;null;null;null;null;null;null;null
PHILLIPS,JAMIE,Wade,16198,276586,9,(342) 607-0052,F,2024,304 E. Pumpkin Hill Court,(517) 928-9823,7/14/2006,(983) 455-0164,jacks@aol.com,FALSE,Applied Agricultural Engineering,null,null;null;null;null;null;null;null;null
PHILLIPS,LAURA,Apollo,31115,199561,10,(740) 947-4648,F,2025,785 Canal St.,(811) 666-1681,11/15/2007,(705) 441-0546,maneesh@att.net,FALSE,Applied Agricultural Engineering,Pre-AP English I;Journalism;Algebra I;World Geography;Biology;Principles of Agriculture Food & Natural Resources,null;null;null;null;null;null;null;null
PIEDRA SAUCEDO,DESTINY,Sophia,34065,289401,12,(930) 796-1770,F,2022,132 Church St.,(708) 492-1005,5/7/2004,(877) 289-8007,gtewari@verizon.net,TRUE,Architectural Design,English I;English II;English III;Algebra I;Geometry;Algebra II;World Geography;World History;Biology;Chemistry;Physics;Principles of Architecture;Architectural Design I;Architectural Design II,null;null;null;null;null;null;null;null
PORTILLA,NEVAEH,Brendon,8664,145950,12,(248) 935-4089,F,2022,8946 Annadale St.,(986) 820-8715,4/19/2004,(241) 724-5052,choset@optonline.net,TRUE,Design and Multimedia Arts,English I;English II;English III;Algebra I;Geometry;Algebra II;World Geography;World History;Biology;Chemistry;Physics;Principles of Arts Audio/Video Technology and Communications;Graphic Design and Illustration I;Graphic Design and Illustration II with Lab,null;null;null;null;null;null;null;null
PRADIA,LORA,Randall,15231,193513,9,(234) 849-6178,F,2025,828 Sycamore Drive,(543) 381-7086,11/19/2007,(564) 613-9098,mfleming@gmail.com,FALSE,Welding,null,null;null;null;null;null;null;null;null
PRICE,ISRAEL,Charles,34218,290050,12,(273) 862-6010,M,2022,13 Nicolls Road,(892) 840-5492,1/4/2004,(280) 734-3607,violinhi@att.net,FALSE,Accounting and Financial Services,English I;English II;English III;Journalism;Algebra I;Geometry;Algebra II;World Geography;AP World History;Biology;Chemistry;Physics;Principles of Business; Marketing; and Finance;Accounting I;Business Information Management I,null;null;null;null;null;null;null;null
PRICE,JOSE,Apollo,7128,132382,10,(414) 495-4504,M,2024,9142 North Lees Creek Street,(802) 728-8869,3/17/2006,(495) 956-2112,paina@aol.com,FALSE,Welding,Pre-AP English I;Algebra I;World Geography;Biology;Introduction to Welding,null;null;null;null;null;null;null;null
QUEZADA ESTRADA,NATHALIE,Rhett,19211,217330,12,(777) 334-0619,F,2022,7445 East Newcastle Ave.,(511) 640-1742,10/13/2004,(424) 962-5998,monkeydo@outlook.com,TRUE,Architectural Design,Pre-AP English I;Pre AP English II;AP English III Language and Composition;Algebra I;Geometry;Algebra II;World Geography;World History;Biology;Chemistry;Physics;Principles of Architecture;Architectural Design I;Architectural Design II,null;null;null;null;null;null;null;null
QUIROZ,SARA,Dustin,30771,275053,9,(257) 561-7653,F,2025,33 Jefferson Street,(889) 927-1689,4/10/2007,(269) 978-5920,kewley@yahoo.com,FALSE,Animal Science,null,null;null;null;null;null;null;null;null
RASHEED,RAQUEL,Rylie,14790,190690,9,(903) 472-4399,F,2025,88 West Indian Summer Rd.,(902) 357-5649,3/19/2007,(976) 919-2612,jfinke@optonline.net,FALSE,Design and Multimedia Arts,null,null;null;null;null;null;null;null;null
RAYO,JOSE,Berlynn,30495,273816,12,(953) 709-7110,M,2022,345 Anderson St.,(593) 719-0777,7/21/2004,(761) 888-6065,curly@live.com,TRUE,Accounting and Financial Services,English I;English II;English III;Journalism;Algebra I;Geometry;Algebra II;World Geography;World History;Biology;Chemistry;Physics;Principles of Business; Marketing; and Finance;Accounting I;Business Information Management I,null;null;null;null;null;null;null;null
REYES,KENNETH,Monteen,15721,196601,10,(473) 999-2993,M,2024,7931 Sierra Lane,(770) 768-4624,9/15/2006,(648) 482-9895,lauronen@outlook.com,FALSE,Digital Communications,English I;Algebra I;World Geography;Biology;Professional Communications;Principles of Arts Audio/Video Technology and Communications,null;null;null;null;null;null;null;null
REYES-RUIZ,BRIAN,Jane,26150,253560,9,(699) 396-3084,M,2025,595 Cottage Drive,(392) 298-8766,7/23/2007,(488) 434-2494,skajan@msn.com,FALSE,Applied Agricultural Engineering,null,null;null;null;null;null;null;null;null
RICHARDS,GLORIA,Evony,23097,238299,12,(328) 203-9661,F,2022,67 Bridle Ave.,(820) 677-4246,9/12/2004,(775) 416-6140,dwsauder@comcast.net,FALSE,Welding,Pre-AP English I;Pre AP English II;AP English III Language and Composition;Journalism;Algebra I;Geometry;Algebra II;World Geography;World History;Biology;Chemistry;Physics;Introduction to Welding;Welding I;Welding II,null;null;null;null;null;null;null;null
RIOS,MEYLAN,Matteo,31751,279398,12,(409) 231-5761,F,2022,27 Wellington St.,(466) 932-0066,6/22/2004,(583) 711-2970,valdez@msn.com,FALSE,Plant Science,English I;English II;English III;Algebra I;Geometry;Algebra II;World Geography;AP World History;Biology;Chemistry;Physics;Principles of Agriculture Food & Natural Resources;Horticultural Science;Floral Design,null;null;null;null;null;null;null;null
RIOS,KLIMBERT,Sean,19666,219889,10,(403) 829-4473,M,2024,73 Arrowhead Ave.,(202) 330-9044,5/16/2006,(610) 494-1013,avalon@live.com,FALSE,Welding,English I;Algebra I;World Geography;Biology;Introduction to Welding,null;null;null;null;null;null;null;null
ROBLES,MELANIE,Naveen,15055,192391,10,(416) 402-3112,F,2024,8511 Gartner Ave.,(215) 674-4519,4/1/2006,(273) 308-7326,uncled@yahoo.com,FALSE,Welding,English I;Algebra I;World Geography;Biology;Introduction to Welding,null;null;null;null;null;null;null;null
RODRIGUEZ,RA YANNA,Lydon,8228,142230,11,(973) 546-8203,F,2023,896 Manor Station Dr.,(450) 360-0573,10/23/2005,(571) 482-6423,tsuruta@live.com,FALSE,Design and Multimedia Arts,English I;English II;Algebra I;Geometry;World Geography;World History;Biology;Chemistry;Principles of Arts Audio/Video Technology and Communications;Graphic Design and Illustration I,null;null;null;null;null;null;null;null
RODRIGUEZ-CORADO,THORNTON,Carlen,15719,196588,10,(762) 225-4534,M,2024,7940 Arrowhead Court,(268) 259-4988,9/1/2006,(385) 485-0996,mcraigw@verizon.net,FALSE,Plant Science,English I;Algebra I;World Geography;Biology;Principles of Agriculture Food & Natural Resources,null;null;null;null;null;null;null;null
ROMERO,CHARLES,Zoe,33601,287423,9,(829) 888-4741,M,2025,18 Ohio St.,(989) 794-4665,1/19/2007,(699) 475-4479,aprakash@icloud.com,FALSE,Plant Science,null,null;null;null;null;null;null;null;null
SAGASTUME MARTINEZ,ZOE,Rayleen,14759,190491,10,(776) 881-7944,F,2024,8861 W. Thomas Ave.,(895) 620-9555,9/25/2006,(852) 976-4562,tezbo@att.net,FALSE,Welding,English I;Algebra I;World Geography;Biology;Introduction to Welding,null;null;null;null;null;null;null;null
SALAZAR,TEYANA,Brock,31644,278927,10,(703) 575-1587,F,2024,3 Andover Street,(798) 922-7995,3/23/2006,(746) 931-7309,gommix@optonline.net,FALSE,Applied Agricultural Engineering,Pre-AP English I;Journalism;Algebra I;World Geography;Biology;Principles of Agriculture Food & Natural Resources,null;null;null;null;null;null;null;null
SALINAS,AMANDA,Zachary,15574,195679,9,(973) 639-4209,F,2025,8082 Green Lake Street,(763) 624-7843,11/3/2007,(244) 543-9486,bryanw@comcast.net,FALSE,Accounting and Financial Services,null,null;null;null;null;null;null;null;null
SANDOVAL,LUIS,Carelyn,15588,195767,9,(955) 569-9880,M,2025,8039 Del Monte Ave.,(340) 623-8283,2/21/2007,(822) 560-8883,rcwil@live.com,FALSE,Digital Communications,null,null;null;null;null;null;null;null;null
SANTIAGO,RAMIRO,Everett,30321,273034,11,(761) 376-3637,M,2023,362 Schoolhouse Lane,(472) 694-4531,5/21/2005,(602) 707-2400,osrin@gmail.com,FALSE,Digital Communications,English I;English II;Algebra I;Geometry;World Geography;AP World History;Biology;Chemistry;Professional Communications;Professional Communications;Audio/Video Production I;Principles of Arts Audio/Video Technology and Communications,null;null;null;null;null;null;null;null
SAWYER,DANIEL,Lee,22070,232941,10,(421) 318-8155,M,2024,7030 Walt Whitman Rd.,(642) 794-2704,12/17/2006,(312) 738-9513,sassen@msn.com,FALSE,Accounting and Financial Services,English I;Algebra I;World Geography;Biology;Principles of Business; Marketing; and Finance,null;null;null;null;null;null;null;null
SIMIEN,DAGMAR,Brock,7738,137930,10,(895) 937-7568,M,2024,907 Buckingham Road,(984) 540-3067,3/7/2006,(657) 997-8926,kawasaki@icloud.com,FALSE,Animal Science,Pre-AP English I;Algebra I;World Geography;Biology;Principles of Agriculture Food & Natural Resources,null;null;null;null;null;null;null;null
SMITH,VICTOR,Kae,7880,139190,10,(577) 972-9979,M,2024,9020 South Golf Street,(239) 894-4652,6/10/2006,(997) 501-0626,credmond@aol.com,FALSE,Architectural Design,Pre-AP English I;Algebra I;World Geography;Biology;Principles of Architecture,null;null;null;null;null;null;null;null
SMITH,DANIEL,Fern,7787,138366,11,(438) 727-4349,M,2023,905 S. Gregory Street,(553) 889-3558,11/10/2005,(213) 658-2751,dpitts@aol.com,TRUE,Digital Communications,English I;English II;Algebra I;Geometry;World Geography;World History;Biology;Chemistry;Professional Communications;Audio/Video Production I;Principles of Arts Audio/Video Technology and Communications,null;null;null;null;null;null;null;null
SOWELLS,JOCELYN,Matteo,7984,140105,10,(557) 478-4223,F,2024,9004 Rockland Court,(938) 944-2180,2/21/2006,(558) 824-7342,flaviog@hotmail.com,FALSE,Business Management,English I;Algebra I;World Geography;Biology;Business Information Management I,null;null;null;null;null;null;null;null
STANTON,ANTHONY,Syllable,14784,190652,9,(277) 782-6459,M,2025,8824 South Durham Circle,(494) 522-7157,4/4/2007,(299) 698-9915,library@gmail.com,FALSE,Business Management,null,null;null;null;null;null;null;null;null
STARNES,ABNER,Caren,20416,224043,11,(977) 842-1983,M,2023,720 Homestead Circle,(686) 574-8006,2/13/2005,(792) 817-0957,jgoerzen@me.com,FALSE,Digital Communications,Pre-AP English I;Pre-AP English II;Algebra I;Geometry;World Geography;World History;Biology;Chemistry;Professional Communications;Audio/Video Production I;Principles of Arts Audio/Video Technology and Communications,null;null;null;null;null;null;null;null
STOVER,YESSICA,Conrad,8019,140412,12,(716) 328-4952,F,2022,9 SW. Thomas St.,(896) 441-1054,8/26/2004,(918) 332-3368,seebs@yahoo.com,TRUE,Plant Science,English I;English II;English III;Journalism;Algebra I;Geometry;Algebra II;World Geography;AP World History;Biology;Chemistry;Physics;Principles of Agriculture Food & Natural Resources;Horticultural Science;Floral Design,null;null;null;null;null;null;null;null
TAIT,MAYA,Cerise,18583,213748,9,(833) 780-0282,F,2025,77 William Street,(360) 364-6354,8/19/2007,(431) 943-1397,sekiya@me.com,FALSE,Business Management,null,null;null;null;null;null;null;null;null
TAYLOR,CRYSTAL,Jacklyn,28142,263041,12,(524) 463-1603,F,2022,506 Aspen Ave.,(462) 992-2203,5/9/2004,(727) 358-8675,darin@optonline.net,FALSE,Applied Agricultural Engineering,Pre-AP English I;Pre AP English II;AP English III Language and Composition;Algebra I;Geometry;Algebra II;World Geography;World History;Biology;Chemistry;Physics;Principles of Agriculture Food & Natural Resources;Agricultural Mechanics and Metal Technologies (NCCER Certification),null;null;null;null;null;null;null;null
THOMSON,REGINALD,Lydon,32050,280711,12,(961) 541-1058,M,2022,258 Mulberry Lane,(325) 774-6959,2/10/2004,(822) 562-1835,matloff@gmail.com,FALSE,Animal Science,English I;English II;English III;Algebra I;Geometry;Algebra II;World Geography;AP World History;Biology;Chemistry;Physics;Principles of Agriculture Food & Natural Resources;Samll Animal Management;Equine Science;Livestock Production;Advanced Animal Science;Veterinary Medical Applications,null;null;null;null;null;null;null;null
VALLE,ALVARO,Suzan,21640,230661,10,(272) 598-5303,M,2024,71 St Louis Dr.,(730) 922-5455,6/7/2006,(741) 913-1099,xtang@att.net,FALSE,Applied Agricultural Engineering,English I;Algebra I;World Geography;Biology;Principles of Agriculture Food & Natural Resources,null;null;null;null;null;null;null;null
VASQUEZ,TYLER,Taye,15770,196907,9,(660) 899-1588,M,2025,79 Smith Store Street,(562) 202-3124,2/2/2007,(501) 676-9951,carroll@aol.com,FALSE,Welding,null,null;null;null;null;null;null;null;null
VILLEGAS,VIRGINIA,Preston,27204,258620,12,(296) 292-0610,F,2022,54 Primrose St.,(338) 828-7765,11/6/2004,(331) 459-0566,microfab@aol.com,FALSE,Welding,English I;English II;English III;Algebra I;Geometry;Algebra II;World Geography;World History;Biology;Chemistry;Physics;Introduction to Welding;Welding I;Welding II,null;null;null;null;null;null;null;null
WADE,ANNABELLA,Benjamin,14842,191025,9,(851) 364-3579,F,2025,8751 Acacia Drive,(363) 504-5176,3/18/2007,(439) 635-3732,cliffski@icloud.com,FALSE,Accounting and Financial Services,null,null;null;null;null;null;null;null;null
WAGNER,QUINTEN,Dex,28354,264029,9,(906) 891-9615,M,2025,5 Lakewood Street,(250) 613-5215,11/10/2007,(804) 743-0064,lridener@verizon.net,FALSE,Business Management,null,null;null;null;null;null;null;null;null
WALKER,BRIAN,Bailee,20172,284452,10,(216) 980-3703,M,2024,20 Wood St.,(524) 673-5507,3/23/2006,(609) 257-6692,linuxhack@sbcglobal.net,FALSE,Digital Communications,Pre-AP English I;Journalism;Algebra I;World Geography;Biology;Professional Communications;Principles of Arts Audio/Video Technology and Communications,null;null;null;null;null;null;null;null
WALKER,KENNY,Dustin,6840,238212,12,(564) 728-9619,F,2024,672 Newport St.,(348) 364-0967,3/5/2006,(937) 878-1303,rsmartin@att.net,FALSE,Applied Agricultural Engineering,Pre-AP English I;Pre AP English II;AP English III Language and Composition;Journalism;Algebra I;Geometry;Algebra II;World Geography;World History;Biology;Chemistry;Physics;Principles of Agriculture Food & Natural Resources;Agricultural Mechanics and Metal Technologies (NCCER Certification),null;null;null;null;null;null;null;null
WALKER,ALEJANDRO,Luke,32910,222700,10,(277) 299-3101,M,2024,724 Birchwood Ave.,(985) 274-2964,7/10/2006,(540) 387-3615,aprakash@mac.com,FALSE,Business Management,English I;Algebra I;World Geography;Biology;Business Information Management I,null;null;null;null;null;null;null;null
WALKER,EMILY,Grant,23080,129680,10,(704) 203-9496,M,2022,9201 Lakeshore Lane,(384) 299-8922,3/14/2004,(949) 760-5908,hillct@yahoo.ca,TRUE,Architectural Design,Pre-AP English I;Journalism;Algebra I;World Geography;Biology;Principles of Architecture,null;null;null;null;null;null;null;null
WAUDBY,JAKOBE,Neil,28471,264574,10,(994) 483-9469,M,2024,48 South Indian Summer Road,(645) 751-1521,3/2/2006,(458) 694-7196,gtaylor@yahoo.ca,FALSE,Animal Science,Pre-AP English I;Algebra I;World Geography;Biology;Principles of Agriculture Food & Natural Resources,null;null;null;null;null;null;null;null
WHITE,BOBBY,Nevin,25724,251486,10,(639) 420-2708,M,2024,602 Bowman Dr.,(245) 376-7813,6/4/2006,(996) 942-6449,symbolic@comcast.net,FALSE,Digital Communications,English I;Journalism;Algebra I;World Geography;Biology;Professional Communications;Audio/Video Production I;Principles of Arts Audio/Video Technology and Communications,null;null;null;null;null;null;null;null
WILLIAMS,ODARIUS,Candice,30532,273983,12,(292) 908-3220,M,2022,342 Dunbar Street,(999) 837-5498,11/18/2004,(356) 248-4440,sscorpio@sbcglobal.net,FALSE,Business Management,English I;English II;English III;Algebra I;Geometry;Algebra II;World Geography;World History;Biology;Chemistry;Physics;Business Information Management I;Business Law;Human Resources Management,null;null;null;null;null;null;null;null
WOODS,FLORENTINO,Cameron,28462,264532,9,(571) 946-5172,M,2025,494 W. Lees Creek Drive,(824) 296-2441,7/13/2007,(716) 466-9918,cfhsoft@verizon.net,FALSE,Accounting and Financial Services,null,null;null;null;null;null;null;null;null
